fid,prow,pcol,grow,prow_pcol_grow,exp,plot.x,sub_plot,exp_plot_subplot,exp_plot,experiment,plot.y,oatName,peaName,pea_type,oat_percent,pea_percent
458,4,24,2,4_24_2,density,39,2,density_39_2,density39,density,39,IL17-1253,Icicle Winter Peas,forage,100,50
459,4,24,3,4_24_3,density,39,1,density_39_1,density39,density,39,IL17-1253,Icicle Winter Peas,forage,100,50
460,4,25,1,4_25_1,density,38,3,density_38_3,density38,density,38,ND180256,DS Admiral,grain,100,100
461,4,25,2,4_25_2,density,38,2,density_38_2,density38,density,38,ND180256,DS Admiral,grain,100,100
462,4,25,3,4_25_3,density,38,1,density_38_1,density38,density,38,ND180256,DS Admiral,grain,100,100
463,4,26,1,4_26_1,density,37,3,density_37_3,density37,density,37,OT7100,DS Admiral,grain,50,100
464,4,26,2,4_26_2,density,37,2,density_37_2,density37,density,37,OT7100,DS Admiral,grain,50,100
465,4,26,3,4_26_3,density,37,1,density_37_1,density37,density,37,OT7100,DS Admiral,grain,50,100
466,4,27,1,4_27_1,density,36,3,density_36_3,density36,density,36,IL17-1253,delta field pea,grain,50,50
467,4,27,2,4_27_2,density,36,2,density_36_2,density36,density,36,IL17-1253,delta field pea,grain,50,50
468,4,27,3,4_27_3,density,36,1,density_36_1,density36,density,36,IL17-1253,delta field pea,grain,50,50
469,4,28,1,4_28_1,density,35,3,density_35_3,density35,density,35,IL17-1253,DS Admiral,grain,100,100
470,4,28,2,4_28_2,density,35,2,density_35_2,density35,density,35,IL17-1253,DS Admiral,grain,100,100
471,4,28,3,4_28_3,density,35,1,density_35_1,density35,density,35,IL17-1253,DS Admiral,grain,100,100
472,4,29,1,4_29_1,density,34,3,density_34_3,density34,density,34,ND180256,Icicle Winter Peas,forage,50,50
473,4,29,2,4_29_2,density,34,2,density_34_2,density34,density,34,ND180256,Icicle Winter Peas,forage,50,50
474,4,29,3,4_29_3,density,34,1,density_34_1,density34,density,34,ND180256,Icicle Winter Peas,forage,50,50
475,4,30,1,4_30_1,density,33,3,density_33_3,density33,density,33,ND180256,delta field pea,grain,100,100
476,4,30,2,4_30_2,density,33,2,density_33_2,density33,density,33,ND180256,delta field pea,grain,100,100
477,4,30,3,4_30_3,density,33,1,density_33_1,density33,density,33,ND180256,delta field pea,grain,100,100
478,4,31,1,4_31_1,density,32,3,density_32_3,density32,density,32,IL17-1253,DS Admiral,grain,50,50
479,4,31,2,4_31_2,density,32,2,density_32_2,density32,density,32,IL17-1253,DS Admiral,grain,50,50
480,4,31,3,4_31_3,density,32,1,density_32_1,density32,density,32,IL17-1253,DS Admiral,grain,50,50
481,4,32,1,4_32_1,density,31,3,density_31_3,density31,density,31,OT7100,delta field pea,grain,50,50
482,4,32,2,4_32_2,density,31,2,density_31_2,density31,density,31,OT7100,delta field pea,grain,50,50
483,4,32,3,4_32_3,density,31,1,density_31_1,density31,density,31,OT7100,delta field pea,grain,50,50
484,4,33,1,4_33_1,density,30,3,density_30_3,density30,density,30,IL17-1253,delta field pea,grain,0,100
485,4,33,2,4_33_2,density,30,2,density_30_2,density30,density,30,IL17-1253,delta field pea,grain,0,100
486,4,33,3,4_33_3,density,30,1,density_30_1,density30,density,30,IL17-1253,delta field pea,grain,0,100
487,4,34,1,4_34_1,density,29,3,density_29_3,density29,density,29,OT7100,AUSTRIAN FIELD PEAS,na,100,0
488,4,34,2,4_34_2,density,29,2,density_29_2,density29,density,29,OT7100,AUSTRIAN FIELD PEAS,na,100,0
489,4,34,3,4_34_3,density,29,1,density_29_1,density29,density,29,OT7100,AUSTRIAN FIELD PEAS,na,100,0
490,4,35,1,4_35_1,density,28,3,density_28_3,density28,density,28,IL17-7339,delta field pea,grain,100,100
491,4,35,2,4_35_2,density,28,2,density_28_2,density28,density,28,IL17-7339,delta field pea,grain,100,100
492,4,35,3,4_35_3,density,28,1,density_28_1,density28,density,28,IL17-7339,delta field pea,grain,100,100
493,4,36,1,4_36_1,density,27,3,density_27_3,density27,density,27,IL17-1253,DS Admiral,grain,NA,NA
494,4,36,2,4_36_2,density,27,2,density_27_2,density27,density,27,IL17-1253,DS Admiral,grain,NA,NA
495,4,36,3,4_36_3,density,27,1,density_27_1,density27,density,27,IL17-1253,DS Admiral,grain,NA,NA
496,4,37,1,4_37_1,density,26,3,density_26_3,density26,density,26,IL17-7339,AUSTRIAN FIELD PEAS,na,100,0
497,4,37,2,4_37_2,density,26,2,density_26_2,density26,density,26,IL17-7339,AUSTRIAN FIELD PEAS,na,100,0
498,4,37,3,4_37_3,density,26,1,density_26_1,density26,density,26,IL17-7339,AUSTRIAN FIELD PEAS,na,100,0
499,4,38,1,4_38_1,density,25,3,density_25_3,density25,density,25,SD181245,Icicle Winter Peas,forage,NA,NA
500,4,38,2,4_38_2,density,25,2,density_25_2,density25,density,25,SD181245,Icicle Winter Peas,forage,NA,NA
501,4,38,3,4_38_3,density,25,1,density_25_1,density25,density,25,SD181245,Icicle Winter Peas,forage,NA,NA
502,4,39,1,4_39_1,density,24,3,density_24_3,density24,density,24,ND180256,delta field pea,grain,50,100
503,4,39,2,4_39_2,density,24,2,density_24_2,density24,density,24,ND180256,delta field pea,grain,50,100
504,4,39,3,4_39_3,density,24,1,density_24_1,density24,density,24,ND180256,delta field pea,grain,50,100
505,4,40,1,4_40_1,density,23,3,density_23_3,density23,density,23,IL17-7339,Icicle Winter Peas,forage,50,100
506,4,40,2,4_40_2,density,23,2,density_23_2,density23,density,23,IL17-7339,Icicle Winter Peas,forage,50,100
507,4,40,3,4_40_3,density,23,1,density_23_1,density23,density,23,IL17-7339,Icicle Winter Peas,forage,50,100
508,4,41,1,4_41_1,density,22,3,density_22_3,density22,density,22,ND180256,AUSTRIAN FIELD PEAS,na,50,0
509,4,41,2,4_41_2,density,22,2,density_22_2,density22,density,22,ND180256,AUSTRIAN FIELD PEAS,na,50,0
510,4,41,3,4_41_3,density,22,1,density_22_1,density22,density,22,ND180256,AUSTRIAN FIELD PEAS,na,50,0
511,4,42,1,4_42_1,density,21,3,density_21_3,density21,density,21,IL17-1253,AUSTRIAN FIELD PEAS,forage,0,100
512,4,42,2,4_42_2,density,21,2,density_21_2,density21,density,21,IL17-1253,AUSTRIAN FIELD PEAS,forage,0,100
513,4,42,3,4_42_3,density,21,1,density_21_1,density21,density,21,IL17-1253,AUSTRIAN FIELD PEAS,forage,0,100
514,4,43,1,4_43_1,guard,OG_12,3,guard_OG_12_3,guardOG_12,guard,OG_12,Steuben,na,na,100,na
515,4,43,2,4_43_2,guard,OG_12,2,guard_OG_12_2,guardOG_12,guard,OG_12,Steuben,na,na,100,na
516,4,43,3,4_43_3,guard,OG_12,1,guard_OG_12_1,guardOG_12,guard,OG_12,Steuben,na,na,100,na
517,5,1,1,5_1_1,guard,OG_13,3,guard_OG_13_3,guardOG_13,guard,OG_13,Steuben,na,na,100,na
518,5,1,2,5_1_2,guard,OG_13,2,guard_OG_13_2,guardOG_13,guard,OG_13,Steuben,na,na,100,na
519,5,1,3,5_1_3,guard,OG_13,1,guard_OG_13_1,guardOG_13,guard,OG_13,Steuben,na,na,100,na
520,5,2,1,5_2_1,diversity,1,3,diversity_1_3,diversity1,diversity,1,SABER,Maxum,forage,75,75
521,5,2,2,5_2_2,diversity,1,2,diversity_1_2,diversity1,diversity,1,SABER,Maxum,forage,75,75
522,5,2,3,5_2_3,diversity,1,1,diversity_1_1,diversity1,diversity,1,SABER,Maxum,forage,75,75
523,5,3,1,5_3_1,diversity,2,3,diversity_2_3,diversity2,diversity,2,ND170376,AUSTRIAN FIELD PEAS,forage,75,75
524,5,3,2,5_3_2,diversity,2,2,diversity_2_2,diversity2,diversity,2,ND170376,AUSTRIAN FIELD PEAS,forage,75,75
525,5,3,3,5_3_3,diversity,2,1,diversity_2_1,diversity2,diversity,2,ND170376,AUSTRIAN FIELD PEAS,forage,75,75
526,5,4,1,5_4_1,diversity,3,3,diversity_3_3,diversity3,diversity,3,NATTY,Frostmaster Peas,forage,75,75
527,5,4,2,5_4_2,diversity,3,2,diversity_3_2,diversity3,diversity,3,NATTY,Frostmaster Peas,forage,75,75
528,5,4,3,5_4_3,diversity,3,1,diversity_3_1,diversity3,diversity,3,NATTY,Frostmaster Peas,forage,75,75
529,5,5,1,5_5_1,diversity,4,3,diversity_4_3,diversity4,diversity,4,WI_X10680-3,delta field pea,field,75,75
530,5,5,2,5_5_2,diversity,4,2,diversity_4_2,diversity4,diversity,4,WI_X10680-3,delta field pea,field,75,75
531,5,5,3,5_5_3,diversity,4,1,diversity_4_1,diversity4,diversity,4,WI_X10680-3,delta field pea,field,75,75
532,5,6,1,5_6_1,diversity,5,3,diversity_5_3,diversity5,diversity,5,ND170307,DS Admiral,field,75,75
533,5,6,2,5_6_2,diversity,5,2,diversity_5_2,diversity5,diversity,5,ND170307,DS Admiral,field,75,75
534,5,6,3,5_6_3,diversity,5,1,diversity_5_1,diversity5,diversity,5,ND170307,DS Admiral,field,75,75
535,5,7,1,5_7_1,diversity,6,3,diversity_6_3,diversity6,diversity,6,ESKER,NDP140510Y,field,75,75
536,5,7,2,5_7_2,diversity,6,2,diversity_6_2,diversity6,diversity,6,ESKER,NDP140510Y,field,75,75
537,5,7,3,5_7_3,diversity,6,1,diversity_6_1,diversity6,diversity,6,ESKER,NDP140510Y,field,75,75
538,5,8,1,5_8_1,diversity,7,3,diversity_7_3,diversity7,diversity,7,SD180580,DS Admiral,field,75,75
539,5,8,2,5_8_2,diversity,7,2,diversity_7_2,diversity7,diversity,7,SD180580,DS Admiral,field,75,75
540,5,8,3,5_8_3,diversity,7,1,diversity_7_1,diversity7,diversity,7,SD180580,DS Admiral,field,75,75
541,5,9,1,5_9_1,diversity,8,3,diversity_8_3,diversity8,diversity,8,IL17-1253,DS Admiral,field,75,75
542,5,9,2,5_9_2,diversity,8,2,diversity_8_2,diversity8,diversity,8,IL17-1253,DS Admiral,field,75,75
543,5,9,3,5_9_3,diversity,8,1,diversity_8_1,diversity8,diversity,8,IL17-1253,DS Admiral,field,75,75
544,5,10,1,5_10_1,diversity,9,3,diversity_9_3,diversity9,diversity,9,CORRAL,Frostmaster Peas,forage,75,75
545,5,10,2,5_10_2,diversity,9,2,diversity_9_2,diversity9,diversity,9,CORRAL,Frostmaster Peas,forage,75,75
546,5,10,3,5_10_3,diversity,9,1,diversity_9_1,diversity9,diversity,9,CORRAL,Frostmaster Peas,forage,75,75
547,5,11,1,5_11_1,diversity,10,3,diversity_10_3,diversity10,diversity,10,A25,ND Dawn,field,75,75
548,5,11,2,5_11_2,diversity,10,2,diversity_10_2,diversity10,diversity,10,A25,ND Dawn,field,75,75
549,5,11,3,5_11_3,diversity,10,1,diversity_10_1,diversity10,diversity,10,A25,ND Dawn,field,75,75
550,5,12,1,5_12_1,diversity,11,3,diversity_11_3,diversity11,diversity,11,EXCEL,ND Victory,field,75,75
551,5,12,2,5_12_2,diversity,11,2,diversity_11_2,diversity11,diversity,11,EXCEL,ND Victory,field,75,75
552,5,12,3,5_12_3,diversity,11,1,diversity_11_1,diversity11,diversity,11,EXCEL,ND Victory,field,75,75
553,5,13,1,5_13_1,diversity,12,3,diversity_12_3,diversity12,diversity,12,SD181237,ND Dawn,field,75,75
554,5,13,2,5_13_2,diversity,12,2,diversity_12_2,diversity12,diversity,12,SD181237,ND Dawn,field,75,75
555,5,13,3,5_13_3,diversity,12,1,diversity_12_1,diversity12,diversity,12,SD181237,ND Dawn,field,75,75
556,5,14,1,5_14_1,diversity,13,3,diversity_13_3,diversity13,diversity,13,IL17-5238,Organic 4010,forage,75,75
557,5,14,2,5_14_2,diversity,13,2,diversity_13_2,diversity13,diversity,13,IL17-5238,Organic 4010,forage,75,75
558,5,14,3,5_14_3,diversity,13,1,diversity_13_1,diversity13,diversity,13,IL17-5238,Organic 4010,forage,75,75
559,5,15,1,5_15_1,diversity,14,3,diversity_14_3,diversity14,diversity,14,IL17-1704,delta field pea,field,75,75
560,5,15,2,5_15_2,diversity,14,2,diversity_14_2,diversity14,diversity,14,IL17-1704,delta field pea,field,75,75
561,5,15,3,5_15_3,diversity,14,1,diversity_14_1,diversity14,diversity,14,IL17-1704,delta field pea,field,75,75
562,5,16,1,5_16_1,diversity,15,3,diversity_15_3,diversity15,diversity,15,A11,NDP140510Y,field,75,75
563,5,16,2,5_16_2,diversity,15,2,diversity_15_2,diversity15,diversity,15,A11,NDP140510Y,field,75,75
564,5,16,3,5_16_3,diversity,15,1,diversity_15_1,diversity15,diversity,15,A11,NDP140510Y,field,75,75
565,5,17,1,5_17_1,diversity,16,3,diversity_16_3,diversity16,diversity,16,WARRIOR,ND Victory,field,75,75
566,5,17,2,5_17_2,diversity,16,2,diversity_16_2,diversity16,diversity,16,WARRIOR,ND Victory,field,75,75
567,5,17,3,5_17_3,diversity,16,1,diversity_16_1,diversity16,diversity,16,WARRIOR,ND Victory,field,75,75
568,5,18,1,5_18_1,diversity,17,3,diversity_17_3,diversity17,diversity,17,ND161488,Maxum,forage,75,75
569,5,18,2,5_18_2,diversity,17,2,diversity_17_2,diversity17,diversity,17,ND161488,Maxum,forage,75,75
570,5,18,3,5_18_3,diversity,17,1,diversity_17_1,diversity17,diversity,17,ND161488,Maxum,forage,75,75
571,5,19,1,5_19_1,diversity,18,3,diversity_18_3,diversity18,diversity,18,A10,NDP150412G,field,75,75
572,5,19,2,5_19_2,diversity,18,2,diversity_18_2,diversity18,diversity,18,A10,NDP150412G,field,75,75
573,5,19,3,5_19_3,diversity,18,1,diversity_18_1,diversity18,diversity,18,A10,NDP150412G,field,75,75
574,5,20,1,5_20_1,diversity,19,3,diversity_19_3,diversity19,diversity,19,OT3120,NDP150231Y,field,75,75
575,5,20,2,5_20_2,diversity,19,2,diversity_19_2,diversity19,diversity,19,OT3120,NDP150231Y,field,75,75
576,5,20,3,5_20_3,diversity,19,1,diversity_19_1,diversity19,diversity,19,OT3120,NDP150231Y,field,75,75
577,5,21,1,5_21_1,diversity,20,3,diversity_20_3,diversity20,diversity,20,LEGGETT,Icicle Winter Peas,forage,75,75
578,5,21,2,5_21_2,diversity,20,2,diversity_20_2,diversity20,diversity,20,LEGGETT,Icicle Winter Peas,forage,75,75
579,5,21,3,5_21_3,diversity,20,1,diversity_20_1,diversity20,diversity,20,LEGGETT,Icicle Winter Peas,forage,75,75
580,5,22,1,5_22_1,guard,OG_14,3,guard_OG_14_3,guardOG_14,guard,OG_14,Steuben,na,na,100,na
581,5,22,2,5_22_2,guard,OG_14,2,guard_OG_14_2,guardOG_14,guard,OG_14,Steuben,na,na,100,na
582,5,22,3,5_22_3,guard,OG_14,1,guard_OG_14_1,guardOG_14,guard,OG_14,Steuben,na,na,100,na
583,5,23,1,5_23_1,density,1,3,density_1_3,density1,density,1,IL17-7339,AUSTRIAN FIELD PEAS,forage,100,50
584,5,23,2,5_23_2,density,1,2,density_1_2,density1,density,1,IL17-7339,AUSTRIAN FIELD PEAS,forage,100,50
585,5,23,3,5_23_3,density,1,1,density_1_1,density1,density,1,IL17-7339,AUSTRIAN FIELD PEAS,forage,100,50
586,5,24,1,5_24_1,density,2,3,density_2_3,density2,density,2,IL17-7339,delta field pea,grain,50,50
587,5,24,2,5_24_2,density,2,2,density_2_2,density2,density,2,IL17-7339,delta field pea,grain,50,50
588,5,24,3,5_24_3,density,2,1,density_2_1,density2,density,2,IL17-7339,delta field pea,grain,50,50
589,5,25,1,5_25_1,density,3,3,density_3_3,density3,density,3,OT7100,AUSTRIAN FIELD PEAS,forage,100,50
590,5,25,2,5_25_2,density,3,2,density_3_2,density3,density,3,OT7100,AUSTRIAN FIELD PEAS,forage,100,50
591,5,25,3,5_25_3,density,3,1,density_3_1,density3,density,3,OT7100,AUSTRIAN FIELD PEAS,forage,100,50
592,5,26,1,5_26_1,density,4,3,density_4_3,density4,density,4,IL17-1253,Icicle Winter Peas,forage,50,50
593,5,26,2,5_26_2,density,4,2,density_4_2,density4,density,4,IL17-1253,Icicle Winter Peas,forage,50,50
594,5,26,3,5_26_3,density,4,1,density_4_1,density4,density,4,IL17-1253,Icicle Winter Peas,forage,50,50
595,5,27,1,5_27_1,density,5,3,density_5_3,density5,density,5,IL17-1253,delta field pea,grain,0,50
596,5,27,2,5_27_2,density,5,2,density_5_2,density5,density,5,IL17-1253,delta field pea,grain,0,50
597,5,27,3,5_27_3,density,5,1,density_5_1,density5,density,5,IL17-1253,delta field pea,grain,0,50
598,5,28,1,5_28_1,density,6,3,density_6_3,density6,density,6,IL17-1253,AUSTRIAN FIELD PEAS,forage,100,100
599,5,28,2,5_28_2,density,6,2,density_6_2,density6,density,6,IL17-1253,AUSTRIAN FIELD PEAS,forage,100,100
600,5,28,3,5_28_3,density,6,1,density_6_1,density6,density,6,IL17-1253,AUSTRIAN FIELD PEAS,forage,100,100
601,5,29,1,5_29_1,density,7,3,density_7_3,density7,density,7,OT7100,delta field pea,grain,50,50
602,5,29,2,5_29_2,density,7,2,density_7_2,density7,density,7,OT7100,delta field pea,grain,50,50
603,5,29,3,5_29_3,density,7,1,density_7_1,density7,density,7,OT7100,delta field pea,grain,50,50
604,5,30,1,5_30_1,density,8,3,density_8_3,density8,density,8,ND180256,DS Admiral,grain,100,50
605,5,30,2,5_30_2,density,8,2,density_8_2,density8,density,8,ND180256,DS Admiral,grain,100,50
606,5,30,3,5_30_3,density,8,1,density_8_1,density8,density,8,ND180256,DS Admiral,grain,100,50
607,5,31,1,5_31_1,density,9,3,density_9_3,density9,density,9,IL17-1253,DS Admiral,grain,50,100
608,5,31,2,5_31_2,density,9,2,density_9_2,density9,density,9,IL17-1253,DS Admiral,grain,50,100
609,5,31,3,5_31_3,density,9,1,density_9_1,density9,density,9,IL17-1253,DS Admiral,grain,50,100
610,5,32,1,5_32_1,density,10,3,density_10_3,density10,density,10,ND180256,Icicle Winter Peas,forage,100,100
611,5,32,2,5_32_2,density,10,2,density_10_2,density10,density,10,ND180256,Icicle Winter Peas,forage,100,100
612,5,32,3,5_32_3,density,10,1,density_10_1,density10,density,10,ND180256,Icicle Winter Peas,forage,100,100
613,5,33,1,5_33_1,density,11,3,density_11_3,density11,density,11,OT7100,AUSTRIAN FIELD PEAS,na,50,0
614,5,33,2,5_33_2,density,11,2,density_11_2,density11,density,11,OT7100,AUSTRIAN FIELD PEAS,na,50,0
615,5,33,3,5_33_3,density,11,1,density_11_1,density11,density,11,OT7100,AUSTRIAN FIELD PEAS,na,50,0
616,5,34,1,5_34_1,density,12,3,density_12_3,density12,density,12,OT7100,DS Admiral,grain,100,100
617,5,34,2,5_34_2,density,12,2,density_12_2,density12,density,12,OT7100,DS Admiral,grain,100,100
618,5,34,3,5_34_3,density,12,1,density_12_1,density12,density,12,OT7100,DS Admiral,grain,100,100
619,5,35,1,5_35_1,density,13,3,density_13_3,density13,density,13,IL17-7339,Icicle Winter Peas,forage,50,50
620,5,35,2,5_35_2,density,13,2,density_13_2,density13,density,13,IL17-7339,Icicle Winter Peas,forage,50,50
621,5,35,3,5_35_3,density,13,1,density_13_1,density13,density,13,IL17-7339,Icicle Winter Peas,forage,50,50
622,5,36,1,5_36_1,density,14,3,density_14_3,density14,density,14,IL17-1253,DS Admiral,grain,100,100
623,5,36,2,5_36_2,density,14,2,density_14_2,density14,density,14,IL17-1253,DS Admiral,grain,100,100
624,5,36,3,5_36_3,density,14,1,density_14_1,density14,density,14,IL17-1253,DS Admiral,grain,100,100
625,5,37,1,5_37_1,density,15,3,density_15_3,density15,density,15,OT7100,Icicle Winter Peas,forage,50,100
626,5,37,2,5_37_2,density,15,2,density_15_2,density15,density,15,OT7100,Icicle Winter Peas,forage,50,100
627,5,37,3,5_37_3,density,15,1,density_15_1,density15,density,15,OT7100,Icicle Winter Peas,forage,50,100
628,5,38,1,5_38_1,density,16,3,density_16_3,density16,density,16,OT7100,DS Admiral,grain,100,50
629,5,38,2,5_38_2,density,16,2,density_16_2,density16,density,16,OT7100,DS Admiral,grain,100,50
630,5,38,3,5_38_3,density,16,1,density_16_1,density16,density,16,OT7100,DS Admiral,grain,100,50
631,5,39,1,5_39_1,density,17,3,density_17_3,density17,density,17,IL17-7339,DS Admiral,grain,100,100
632,5,39,2,5_39_2,density,17,2,density_17_2,density17,density,17,IL17-7339,DS Admiral,grain,100,100
633,5,39,3,5_39_3,density,17,1,density_17_1,density17,density,17,IL17-7339,DS Admiral,grain,100,100
634,5,40,1,5_40_1,density,18,3,density_18_3,density18,density,18,IL17-1253,delta field pea,grain,50,100
635,5,40,2,5_40_2,density,18,2,density_18_2,density18,density,18,IL17-1253,delta field pea,grain,50,100
636,5,40,3,5_40_3,density,18,1,density_18_1,density18,density,18,IL17-1253,delta field pea,grain,50,100
637,5,41,1,5_41_1,density,19,3,density_19_3,density19,density,19,IL17-7339,AUSTRIAN FIELD PEAS,forage,100,50
638,5,41,2,5_41_2,density,19,2,density_19_2,density19,density,19,IL17-7339,AUSTRIAN FIELD PEAS,forage,100,50
639,5,41,3,5_41_3,density,19,1,density_19_1,density19,density,19,IL17-7339,AUSTRIAN FIELD PEAS,forage,100,50
640,5,42,1,5_42_1,density,20,3,density_20_3,density20,density,20,ND180256,AUSTRIAN FIELD PEAS,forage,100,50
641,5,42,2,5_42_2,density,20,2,density_20_2,density20,density,20,ND180256,AUSTRIAN FIELD PEAS,forage,100,50
642,5,42,3,5_42_3,density,20,1,density_20_1,density20,density,20,ND180256,AUSTRIAN FIELD PEAS,forage,100,50
643,5,43,1,5_43_1,guard,OG_15,3,guard_OG_15_3,guardOG_15,guard,OG_15,Steuben,na,na,100,na
644,5,43,2,5_43_2,guard,OG_15,2,guard_OG_15_2,guardOG_15,guard,OG_15,Steuben,na,na,100,na
645,5,43,3,5_43_3,guard,OG_15,1,guard_OG_15_1,guardOG_15,guard,OG_15,Steuben,na,na,100,na
